,disease.filename,disease.name,disease.summary
75,Aneurysm_intracranial_berry,Intracranial aneurysm ,An intracranial aneurysm (also called cerebral or brain aneurysm) is a cerebrovascular disorder in which weakness in the wall of a cerebral artery or vein causes a localized dilation or ballooning of the blood vessel.
76,Aneurysm_of_sinus_of_Valsalva,Aneurysm of sinus of Valsalva ,"Aneurysm of the aortic sinus, also known as the sinus of Valsalva, is comparatively rare. When present, it is usually in either the right (65-85%) or in the noncoronary (10-30%) sinus, rarely in the left (< 5%) sinus.[1]"
77,Angioma,Angioma ,Angiomas are benign tumors derived from cells of the vascular or lymphatic vessel walls (endothelium) or derived from cells of the tissues surrounding these vessels.[1][2]
78,Anguillulosis,Strongyloidiasis ,"Strongyloidiasis is a human parasitic disease caused by the nematode (roundworm) called Strongyloides stercoralis, or sometimes S. fülleborni which is a type of helminth. It belongs to a group of nematodes called hookworms. This intestinal worm can cause a number of symptoms in people, principally skin symptoms, abdominal pain, diarrhea and weight loss. In some people, particularly those who require corticosteroids or other immunosuppressive medication, Strongyloides can cause a hyperinfection syndrome that can lead to death if untreated. The diagnosis is made by blood and stool tests. The drug Ivermectin is widely used in the treatment of strongyloidiasis."
79,Aniridia,Aniridia ,"Aniridia is the absence of the iris, usually involving both eyes. It can be congenital or caused by a penetrant injury.[1] Isolated aniridia is a congenital disorder which is not limited to a defect in iris development, but is a panocular condition with macular and optic nerve hypoplasia, cataract, and corneal changes.[2] Vision may be severely compromised and the disorder is frequently associated with a number of ocular complications: nystagmus, amblyopia, buphthalmos, and cataract.[1] Aniridia in some individuals is associated with kidney nephroblastoma (Wilms tumor), genitourinary anomalies, or intellectual disability and cerebellar ataxia (Gillespie syndrome), resulting in the WAGR syndrome."
80,Ankylosing_spondylarthritis,Ankylosing spondylitis ,"Ankylosing spondylitis (AS, from Greek ankylos, crooked; spondylos, vertebra; -itis, inflammation), previously known as Bechterew's disease and Marie-Strümpell disease, is a chronic inflammatory disease of the axial skeleton, with variable involvement of peripheral joints and nonarticular structures. AS is one of the seronegative spondyloarthropathies[1] and has a strong genetic predisposition.[1] It mainly affects joints in the spine and the sacroiliac joint in the pelvis. In severe cases, complete fusion and rigidity of the spine can occur.[2]"
81,Annuloaortic_ectasia,Annuloaortic ectasia ,"Annuloaortic ectasia is a dilation of the proximal ascending aorta and aortic annulus. It may cause aortic regurgitation, thoracic aortic dissection, aneurysm and rupture. It is often associated with Marfan syndrome. It can also be a complication due to tertiary syphilis. In tertiary syphilis the aortic root becomes so dilated that the aortic valve becomes incompetent and cor bovinum results."
82,Anorchia,Anorchia ,"Anorchia (or anorchism) is an XY Disorder of Sex Development in which individuals have both testes absent at birth. Within a few weeks of fertilization, the embryo develops rudimentary gonads (testes), which produce hormones responsible for the development of the reproductive system. If the testes fail to develop within eight weeks, the baby will develop female genitalia (see Swyer syndrome). If the testes begin to develop but are lost or cease to function between eight and 10 weeks, the baby will have ambiguous genitalia when it is born. However, if the testes are lost after 14 weeks, the baby will have partial male genitalia with the notable absence of gonads."
83,Anorexia_nervosa.1,Anorexia nervosa ,"Anorexia nervosa, often referred to simply as anorexia,[1] is an eating disorder characterized by a low weight, fear of gaining weight, a strong desire to be thin, and food restriction.[2] Many people with anorexia see themselves as overweight even though they are underweight.[2][3] If asked they usually deny they have a problem with low weight.[4] Often they weigh themselves frequently, eat only small amounts, and only eat certain foods. Some will exercise excessively, force themselves to vomit, or use laxatives to produce weight loss. Complications may include osteoporosis, infertility, and heart damage among others.[2] Women will often stop having menstrual periods.[4]"
84,Anorexia_nervosa.2,Anorexia nervosa ,"Anorexia nervosa, often referred to simply as anorexia,[1] is an eating disorder characterized by a low weight, fear of gaining weight, a strong desire to be thin, and food restriction.[2] Many people with anorexia see themselves as overweight even though they are underweight.[2][3] If asked they usually deny they have a problem with low weight.[4] Often they weigh themselves frequently, eat only small amounts, and only eat certain foods. Some will exercise excessively, force themselves to vomit, or use laxatives to produce weight loss. Complications may include osteoporosis, infertility, and heart damage among others.[2] Women will often stop having menstrual periods.[4]"
85,Antiphospholipid_syndrome,Antiphospholipid syndrome ,"Antiphospholipid syndrome or antiphospholipid antibody syndrome (APS or APLS), or often also Hughes syndrome, is an autoimmune, hypercoagulable state caused by antiphospholipid antibodies. APS provokes blood clots (thrombosis) in both arteries and veins as well as pregnancy-related complications such as miscarriage, stillbirth, preterm delivery, and severe preeclampsia."
86,Aortic_aneurysm,Aortic aneurysm ,"An aortic aneurysm is enlargement (dilation) of the aorta to greater than 1.5 times normal size.[1] They usually cause no symptoms except when ruptured.[2] Occasionally there may be abdominal, back or leg pain.[3]"
87,Aphalangia,Aphalangia ,Aphalangia is a syndrome with the characteristic absence of the phalanx bone on one or more digits[1]
88,Aqueductal_stenosis,Aqueductal stenosis ,"Aqueductal stenosis is a narrowing of the aqueduct of Sylvius which blocks the flow of cerebrospinal fluid (CSF) in the ventricular system. Blockage of the aqueduct can lead to hydrocephalus, specifically as a common cause of congenital and/or obstructive hydrocephalus.[1][2]"
89,AREDYLD_syndrome,AREDYLD syndrome ,"AREDYLD stands for acral renal ectodermal dysplasia lipoatrophic diabetes. AREDLYD is categorized as a rare disease, meaning it affects fewer than 200,000 people in the American population at any given time."
90,Arginase_deficiency,Argininemia ,"Argininemia, also called arginase deficiency,[1] is an autosomal recessive[2]urea cycle disorder where a deficiency of the enzyme arginase causes a buildup of arginine and ammonia in the blood."
91,Argininosuccinic_aciduria,Argininosuccinic aciduria ,"Argininosuccinic aciduria, also called argininosuccinic acidemia, is an inherited disorder that causes the accumulation of argininosuccinic acid (also known as ""ASA"") in the blood and urine. Some patients may also have an elevation of ammonia, a toxic chemical, which can affect the nervous system. Argininosuccinic aciduria may become evident in the first few days of life because of high blood ammonia, or later in life presenting with ""sparse"" or ""brittle"" hair, developmental delay, and tremors."
92,Argyria,Argyria ,"Argyria or argyrosis (from Ancient Greek: <U+1F04><U+03C1><U+03B3><U+03C5><U+03C1><U+03BF><U+03C2> argyros silver) is a condition caused by inappropriate exposure to chemical compounds of the element silver, or to silver dust.[1] The most dramatic symptom of argyria is that the skin turns blue or bluish-grey. It may take the form of generalized argyria or local argyria. Generalized argyria affects large areas over much of the visible surface of the body. Local argyria shows in limited regions of the body, such as patches of skin, parts of the mucous membrane or the conjunctiva."
93,Arrhinia,Arrhinia ,"Arrhinia (/<U+0259>'r<U+026A>ni<U+0259>/ or /<U+0259>'ra<U+026A>ni<U+0259>/; also called nasal agenesis) is the congenital partial or complete absence of the nose at birth. It is an extremely rare condition, with few reported cases in the history of modern medicine.[1] It is generally classified as a craniofacial abnormality."
94,Arrhythmogenic_right_ventricular_cardiomyopathy,Arrhythmogenic right ventricular dysplasia ,"Arrhythmogenic right ventricular dysplasia (ARVD), also called arrhythmogenic right ventricular cardiomyopathy (ARVC) or arrhythmogenic right ventricular dysplasia/cardiomyopathy (ARVD/C), is an inherited heart disease."
